,TicketID,Summary,unclean,Top2Grams,Top3Grams,Top4Grams,Automation Category
2437,920645,need console emc fireall,need console of emc fireall,emc fireall,need console emc,,
2438,993634,need device detail,need device details,need device,need device detail,,
2439,969124,need device detail connect switch,Need device details connected to the L2 switches,need device,need device detail,,
2440,947317,need download lync communicator,Need download Lync communicator,lync communicator,need download lync,,
2441,807123,need federation access user,need federation access for user....,federation access,need federation access,,
2442,738733,need fedex label return sheet,Need Fedex label and return sheet,fedex label,need fedex label,,
2443,901806,need free vlan ipsegment daimler project,Need free VLAN and IPsegment for Daimler project.,need free,vlan ipsegment daimler,,
2444,1048960,need help password reset,Need help on password reset,password reset,help password reset,,
2445,608307,need mcafee safe boot key,Need McAfee safe boot key,need mcafee,mcafee safe boot,,
2446,1041883,need mcaffe odc bw utilization report weekly basic,Need Mcaffe ODC BW utilization report on weekly  basics,utilization report,utilization report weekly,,
2447,1083633,need monitor stand extended monitor,Need monitor Stand for extended Monitor,extended monitor,need monitor stand,,
2448,1128602,need ms office upgrade,need MS office to upgrade,ms office,need ms office,,
2449,996839,need ms project instal,"Need MS Project , to be installed- barry.reeves@wipro.com",ms project,ms project instal,,
2450,950440,need nw utilization report,need n/w utilization report,utilization report,need nw utilization,,
2451,1034948,need nationwide odc bw utilization report weekly basic,Need Nationwide ODC BW utilization report on weekly  basics,utilization report,utilization report weekly,,
2452,943106,need nonroutable ip requirement,Need non-routable ip requirement,ip requirement,need nonroutable ip,,
2453,858742,need os installation configuration,Need OS installation and configuration,os installation,need os installation,,
2454,850314,need os installation configuration,Need OS installation and configuration.,os installation,need os installation,,
2455,987401,need otp,Need otp,need otp,No Pattern,,
2456,1093256,need otp registration,need otp  registration,otp registration,need otp registration,,
2457,1031505,need sap software,need sap software,need sap,need sap software,,
2458,794450,need support,Need support for L1 call 655038,need support,No Pattern,,
2459,723990,need support,Need support for L1 call 748813,need support,No Pattern,,
2460,904380,need support instal extension google chrome,Need support in installing Extension on Google chrome,need support,support instal extension,,
2461,904442,need tacacs log network device,Need TACACS logs for network device,network device,log network device,,
2462,675014,need target odc bw utilization report weekly basic,Need Target ODC BW utilization report on weekly  basics,utilization report,utilization report weekly,,
2463,978382,need bandwidth utilization report zna csssl vpn,Need the bandwidth utilization report for the for ZNA C2S-SSL VPN,utilization report,bandwidth utilization report,,
2464,978400,need ip address port enable rdp access virtual machine window azure note rdp available mention ip datum card need enable wipro network,Need the below IP Address & port to be enabled for RDP access to the Virtual Machine in Windows Azure. 23.100.114.225:56821 Note: RDP is available with the mentioned IP with Data card & hence we need this to be enabled in Wipro Network too.,need enable,need ip address,,
2465,965894,need week bandwidth utilization report avago ss,Need the last week bandwidth Utilization Report for Avago S2S,utilization report,bandwidth utilization report,,
2466,819790,need new laptop,Need the New laptop,new laptop,need new laptop,,
2467,588387,need ip address pc access mac address bcbe user trang labplease assign ticket sjp network,Need this  IP address 10.101.80.200 for PC access.. MAC address BC-30-5B-E5-20-42... user is in trang LAB..please assign this ticket to SJP network team...,mac address,need ip address,,
2468,611767,need replace hdd,need to  replace the HDD,need replace,need replace hdd,,
2469,703235,need access,need to access  support.wipro.com\webcast\webcast.exe,need access,No Pattern,,
2470,462664,need activate ms office,Need to activate MS office,ms office,activate ms office,,
2471,728033,need activate ms office key,Need to activate MS office 2013 key,ms office,activate ms office,,
2472,780656,need activate ms office key,Need to activate MS Office key,ms office,activate ms office,,
2473,530421,need activate ms office key,Need to activate MS office key,ms office,activate ms office,,
2474,501827,need activate ms office key,Need to activate MS office key,ms office,activate ms office,,
2475,501856,need activate ms office key,Need to activate MS office key,ms office,activate ms office,,
2476,760559,need activate ms office key,Need to activate MS office key,ms office,activate ms office,,
2477,406160,need activate ms office key,Need to activate MS office key,ms office,activate ms office,,
2478,508871,need activate ms office key,Need to activate MS office key,ms office,activate ms office,,
2479,582939,need activate ms office key,Need to activate MS office key,ms office,activate ms office,,
2480,732656,need activate ms office key,Need to activate MS office key,ms office,activate ms office,,
2481,497047,need activate ms office key,Need to activate MS office key,ms office,activate ms office,,
2482,497201,need activate ms office key,Need to activate MS office key,ms office,activate ms office,,
2483,546396,need activate ms office key,Need to activate MS office key,ms office,activate ms office,,
2484,430270,need activate ms office key,Need to activate MS office key,ms office,activate ms office,,
2485,547710,need activate ms office key,Need to activate MS office key,ms office,activate ms office,,
2486,431650,need activate ms office key win key,Need to activate MS office key and win 7 key,ms office,activate ms office,,
2487,582191,need activate ms office product key,Need to activate MS office product key,ms office,activate ms office,,
2488,620647,need activate ms office product key,Need to activate MS office product key,ms office,activate ms office,,
2489,606510,need activate ms office product key,Need to activate MS office product key,ms office,activate ms office,,
2490,732975,need activate ms office,Need to activate the MS office,ms office,activate ms office,,
2491,409410,need activate win,Need to activate win7,need activate,need activate win,,
2492,506435,need active nw port abs,Need to Active NW Port in ABS,need active,need active nw,,
2493,1109042,need active nw port novatis,Need to Active NW Port in Novatis,need active,need active nw,,
2494,1040397,need active nw port,Need to Active NW Port in WHO,need active,need active nw,,
2495,1075700,need active sink account outlook config,Need to active sink the account + Outlook config,need active,account outlook config,,
2496,1042974,need add device port ehealth portal,Need to add Device Ports are in E E-Health Portal,need add,need add device,,
2497,1043211,need add taca,Need to add in Tacas,need add,need add taca,,
2498,1124783,need add laptop host mbam group,Need to Add Laptop Host name to MBAM group,need add,need add laptop,,
2499,892062,need add laptop host mbam group asset,Need to Add Laptop Host name to MBAM group Asset No: L-156044359,need add,need add laptop,,
2500,1165675,need add laptop host mbam group asset,Need to Add Laptop Host name to MBAM group Asset No: L-156052261,need add,need add laptop,,
2501,690711,need add laptop host mbam group asset,Need to Add Laptop Host name to MBAM group Asset No: L-185000500,need add,need add laptop,,
2502,752794,need add laptop host mbam group asset,Need to Add Laptop Host name to MBAM group Asset No: L-442000539,need add,need add laptop,,
2503,464939,need add laptop host mbam group asset,Need to Add Laptop Host name to MBAM group Asset No: L-442002802,need add,need add laptop,,
2504,720375,need add laptop host mbam group asset,Need to Add Laptop Host name to MBAM group Asset No: L-442002839,need add,need add laptop,,
2505,814456,need add laptop host mbam group asset nol,Need to Add Laptop Host name to MBAM group Asset No:L-156055708,need add,need add laptop,,
2506,937377,need add laptop host mbam group asset nol,Need to Add Laptop Host name to MBAM group Asset No:L-156060974,need add,need add laptop,,
2507,988325,need add laptop host mbam group asset nol,Need to Add Laptop Host name to MBAM group Asset No:L-442002803,need add,need add laptop,,
2508,609856,ne add mention device ec tacacs,Need to add mentioned device in EC TACACS,mention device,ne add mention,,
2509,852899,need add new matching rule detail gndc packetshapper,Need to add new matching rule with below details in GNDC Packetshapper.,need add,matching rule detail,,
2510,827291,need add pst file,Need to add PST file,need add,add pst file,,
2511,686812,need add pst file,Need to add PST file,need add,add pst file,,
2512,431548,need add pst file,Need to add PST files,need add,add pst file,,
2513,431876,need add pst file,Need to add PST files in O365,need add,add pst file,,
2514,585355,need add reverse route wbpo ip segment wt device,Need to add reverse route for the WBPO IP segment in WT L3 device.,need add,reverse route wbpo,,
2515,726889,need add system domain,Need to add system into domain,need add,add system domain,,
2516,492720,ne add mention domain name bandwidth class mcgrawhills cdc packetshaper,"Need to add the below mentioned domain names in bandwidth class ""McGrawHill-S2S-2011120104"" in CDC Packetshapers.",ne add,ne add mention,,
2517,439391,need add mention ip url domain name dedicate bandwidth wipro sap project cdc,Need to add the below mentioned ips and url domain names in dedicated bandwidth for Wipro SAP project in CDC2,need add,ip url domain,,
